word,positions
boronas,16342
bosque,15256
bota,9612
bote,4328;4392;7928;8330
botes,4284;4303;4401;4480
botn,11524
brazo7,997
brazos,2082
brenos,14160
brill,1674
brilla,17047
brillante,9403
brillantes,23161
brillar,1450
brillo,11891
brotando,20473
buen,6081;6124;7760;12986;18435
buena,0;400;1694;1772;2962;3652;4234;5938;6777;7430;7572;7753;8852;11030;15164;16234;19031
buenas,1029;16455
bueno,49;6121;6132;9480;11833;17662;17678;17681
buenos,2756;6095;11327
buey,13934;14489
bueyes,14832
buitres,17290
burlaron,16181;22729
burro,13937;18685;18724;18733;18752
burro85,10855
busc,20733
busca,11263
buscaba,5527;8922
buscaban,2272;2471;4210;18991;19385;20675
buscan,11671;12948;23177
buscando,11245;11388;11553;12289;13734;13752
buscar,6686;6716;15260;18281
buscara,15347
buscarn,14125
buscaron,2383;4666
buscndolo,2397
buscndote,2462
busque,17221
busquen,12931;12965
caa,6814
caan,16344;21500
cabe,13780
cabello,7150;7306;20236
cabellos,12470
cabeza,7153;7331;10019;12473;20239
cabezas,20449
cabra,15777
cabras,2780
cada,1540;2168;2324;3391;3552;4158;6098;7498;9073;13927;15957;19008
cadenas,8140
cae,7715;7750;11420;14490
caen,7705
caern,5974;20339
caifs,2583
caiga,16271;19358;19375
caigan,16057;21430;21537;22610
cainn,3272;3300
calavera,22653
callado,18030
callaran,18846
callaron,19549
calles,10305;14191;14888
calma,7997
calor,13515
cama,17245
cambio,13952
cambio51,5881
camello149,17789
camilla,4664;4692;4793;4808
camina,4766
caminan,6760;12068;23380
caminando,127
caminar,10483;19871
camino,2639;3943;4556;4675;6884;7651;7727;8374;9979;10191;10792;10940;13566;14089;14328;16247;16818;16947;17984;18164;18765;19463;23685;23737
camino15,1413
caminos,2644;2663;14931
caminos82,10170
campamentos,16063
campesino,7511;19184
campesinos,19162;19196;19267;19312
campo,1652;8254;12908;15686;16744;17208;20289;22521
campos,5120;15487
canastos,9124
cant,21829
cantar,21294
cante,21857
cantidad,4374
cantidades,7965
capaces,19534
capaz,15107
capernaum,3789;3947;6286;10410
capital,22437
capitanes,20714
cara,21892
caras,23168
carga,15272;20806
cargaban,6584
cargados,20543
cargan,12105
cargar,12113;12124
cargarlos,9649
cargarn,3521
cargaron,22523
cargo,22101;22310
cargue,9251;15017
carne,2669;23815
carretera,7523
cartera,21311;21334
casa,487;557;668;816;1081;1301;1573;2480;4097;4798;4813;4884;5185;6203;6222;6251;6272;6366;6491;7091;7120;7280;8072;8359;8432;8609;8646;8808;10079;10195;10205;10233;10252;10254;10956;11415;11495;11563;13139;13158;13213;13444;14137;14385;14416;14874;14942;15280;15345;15537;15692;16294;16515;17187;17194;17565;17858;18189;18265;18956;18958;20814;20825;21701;23310
casaban,17096
casado,14846
casan,19673;19700
casas,12393;15953;19903;22942
case,16286
casi,2233;3063;4404;22856;23617
caso,4585
castigarn,17942
castigo,2702
casualidad,10785
causa,2977;5590;9273;17868;18138;20159;20229;21520
cautiverio,20350
cautivos,3675
cav,6205
cavada,23039
cavar125,15926
cay,4413;4509;6266;8084;8419;13681;15510;16898
cayendo,10472
cayeron,7520;7537;7554;7569
cayo,8561;10769;10913
cea,19006
celebrar,15678;15779;15825
celebremos,15658
celestial,1754;11339
celote,5452
cena,14670;14771;14787;20898;21003
cenizas,10390
censo,1527
centavo112,13615
centurin,6292;6368;22909
cerca,9053;15689;18053;18302;18651;18853;20454;20484;20501;20647
cercanas,22950
cerdos,8188;8219;8235;15489;15502
cerr,3699;3831
cerrada,11194
cerrado,14143
cesado,7321
cesar,1510;2547;19475;19509;19517;19522;22057
cesaron,7994
chilla,9607
chillo,8082
ciego,5967;5971;14711;18008
ciegos,3681;6733;6754;14904
cielo,1788;3022;3044;3829;5626;7533;9100;9929;10004;10415;10476;10523;10544;11081;11394;13533;15308;15549;15613;16257;17046;17153;17543;17744;18816;19080;19094;20375;20521;21476;24036
cielo140,17052
cielo179,20130
cielo88,11104
cielos,13018;14051;20418
cien,7577;15243;15978;16002
cierta,10945;10948;11612;16846;17312;19938;21710;21732;22390
ciertamente,10145;22919
ciertas,7443;17445;23483
cierto,95;3559;6288;7215;8049;9980;10666;10761;10786;10822;11047;11304;11317;11898;12672;13723;14766;15394;15854;16307;16324;16833;17656;17978;18112;18321
cinco,9033;9055;12452;13441;14829;16522;18460;18473
cincuenta,7229;9072;15991
cintura,13045
circuncidar,1127
circuncisin,1904
cirenea,22517
cireneo,1530
ciudad,537;808;1545;1554;1561;1714;2297;3911;3924;3949;6508;6532;6553;7107;7499;8053;8250;8379;8827;8949;10129;10258;10295;10314;10351;14893;17313;17332;18856;20799;22394;23000;23997
ciudadanos,15475;18363
ciudades,4242;4497;7423;14091;18474
ciudades157,18447
claramente,6067
clase,7189;9949
cleofas,23387
cmo,360;685;1307;6025;6984;10698;11430;12580;12864;13535;14008;19845
cobrado,18241
cocido,23864
codicia,12646
codo,12851
cofre,6579
cogieron,4372;22511
colarte,21240
colgado,22775
colgara,16632
colina,2654;3919
colinas,22617
colocaban,18760
colocaron,18747
comamos,15656
coman,5132;10265;15500;17093;17131
come,12733;15227;20654
comen,4913;4978
comenz,3059;3726;6600;6799;7137;8981;11663;12318;15079;15464;18294;18782;18941;19144
comenzando,22121;23572;23972
comenzar,15072
comenzaras,14583
comenzarn,14178;22604
comenzaron,4719;7388;7945;12272;14805;15676;21058;22042
comer,5210;7026;7084;8730;9011;9027;11930;13278;14430;16770;20779;20838;20896;20913;21207;23856
comern,12794;12934
cometas,17692
comete,16289;16303
comi,3344;5191;23875
comida,2791;9045;12808;13219
comiencen,2715;14148;20442
comiendo,7046;10234
comienza,13269
comienzo,36
comieron,7529;9118
comimos,14181
comisin156detrs,18369
como,10;29;1054;1135;1170;1893;1911;1952;2176;2340;2390;2418;2618;2723;2857;3036;3068;3603;4434;4575;4672;4969;5180;5355;5511;5608;5909;5997;6197;6245;6989;7544;8296;8508;8580;8835;8923;9363;9933;10173;10473;10729;11061;11101;11233;11325;11690;11885;11975;12061;12874;12892;12901;13054;13412;13524;14021;14068;14369;14524;14916;16700;16765;17036;17076;17124;17370;17497;17507;17631;17645;18714;18998;19618;19661;19714;19993;20181;20563;20588;20676;20718;20870;21042;21127;21136;21173;21196;21241;21278;21404;21439;21494;21658;21792;21915;22081;22286;22504;23079;23441;23529;23602;23739;23818
compaa,22032;23487
compaeros,4389;4459
comparar,6978;14018;14061
compasin,6564;10837;10924;15592
complacido,3055
completa,11515;22033
completado,1095;3551
completamente,5994;11881
completarla,15054
completaron,481;1933;3352
completo,14319
compraban,17133;18947
comprado,14813;14828
comprar,9044
compre,21355
comprometida,546;1588
comprtanlo,20941
con,58;549;595;800;849;995;1036;1056;1071;1119;1254;1584;1589;1747;2065;2220;2246;2280;2498;2507;2531;2534;2853;2871;2892;2951;2956;3507;3799;3989;4060;4438;4650;4690;4897;4916;4998;5177;5203;5469;5635;5693;5788;5793;5897;5950;6358;6516;6521;6555;6946;7085;7128;7142;7148;7160;7297;7304;7332;7340;7436;7485;7506;7562;7693;7773;7783;7930;8088;8127;8139;8285;8348;8517;9140;9374;9409;9462;9646;9859;10453;10709;10713;10717;11723;11766;11776;11889;11904;12109;12328;12761;12792;12799;13093;13204;13315;13343;13361;13405;13558;13637;14015;14059;14507;14584;14744;14847;15108;15113;15119;15172;15228;15269;15446;15496;15780;15797;16099;16115;16287;16295;16315;16894;16899;16975;17334;17383;17415;17634;17682;17826;17831;17848;17916;18440;18916;19041;19048;19137;19202;19225;19996;20432;20503;20544;20707;20802;20843;20886;20901;21115;21342;21487;21576;21598;21662;21669;21751;21797;21805;21926;21928;21933;22198;22221;22230;22328;22401;22452;22641;22657;22700;22754;22844;22889;22989;23068;23266;23363;23613;23628;23640;23712;23762;23891;23910;24045
concebido,738;1921
concebirs,626
concede,7611
concerniente,23418
concernientes,23583
concibi,495
concierne,21380
condena,22808
condena174,19917
condenados,5927
condenar,11731
condenarlo,23453
condenarn,11771
condenen,5923
condiciones,15138
conducan,22509
condujeron,21937
condujeron196,21698
condujo,3473
confa,13381
confiaba,11520
confiar,16105
confiero,21190
confines,11737
confiri,21200
confortado,16467
conmigo,11199;11530;11538;12622;15290;15364;15812;17552;21029;21184;22850
conoca,5278;13325
conoce,13307;16202
conocer,73;1418;7612
conocerme,21300
conoces,17689
conocido,694;7828
conocidos,2388
conociendo,11398
conocimiento,12248
conozco,14169;21762
consegua,13835
consejo,21940;22991
consejo210,22977
considerado,21084
considerados,19684
considerando,689
considerar,15104
consideras,6014
consideren,12817;12871
considerndolos,1870
consienten,12149
consigo,12680
consiste,12653
consolidacin,2016
construan,17137
constructores,19346
construida,3926
construir,12704;15037;15081
construy,6201;6249;6350
construyen,12133;12161
consuelo,5652
cont,12665;15233;17441
contado,20699
contados,1224;20587
contando,21373
contaron,6659;8295;8931;9551;13628;23238;23268;23730
contento,22173
contentos,2852;15828
contest,1141;3378;4925;7210;7250;7901;8162;9186;9636;9825;10703;10760;11009;13770;13923;15752;16915;17820;18839;21621;22079;22790;23389
contesta,11186
contestaba,2775;2884
contestado,10738
contestar,14164;20182
contestar105,12585
contestarn,21967
contestaron,9155;19123;19507;19775
contestndole,3534
contestndoles,5160
contesto,3453;4744;6740;10919;12083;13643;16968;19065;21781
contigo,581;3998;8097;14633;21273
continu,466;5394
continuado,21183
continuamente,4967;24051
continuas144,17386
contra,3529;4906;5273;6258;8838;9856;11406;11417;11427;11532;12285;12545;12557;13447;13451;13458;13462;13465;13469;13473;13478;15117;15547;15611;16658;16670;18899;18918;19408;20108;20112;21653;21659;21679;21909;22103;22311
contradecir,20199
contrario,5035;5060;13434;14595;17380
contratados,15516;15566
controversia,21076
convencidas,17449
convencieron,22471;23610
convertido,18966
convertir,306;20165
convierta,3372;21126
convirti,14042
convulsionar,9611;9666
copa,11946;20931;20999;21006;21458
corazn,1242;1873;2518;3667;6128;6143;6155;7668;7761;10356;10712;13040;13262;23547
corazones,332;2195;2870;4751;9775;16204;20176;20541;23679;23795
corazones8,1007
cordero,20755;20840
cordones,2911
cores127,16003
corporal,3035
correas,13345;13358;13363
correcta,13226
correctamente,7263;10739
correctas,15322
correcto,19451;22924;22982
corresponde,15413
correspondi,183
corri,15593;23292
corriendo,18149
corriente,6219;6263
corrompe,22290
cort,21614
cortado,2759
cortarla,13800
cortes,6843
cosa,11022;13659;17729;18244
cosam,3150
cosas,416;913;970;1028;1857;1886;2145;2283;2989;3903;4837;6169;6663;6747;7584;8364;8382;8920;8933;9213;9506;9559;9700;10108;10267;10553;10983;11018;11610;11981;11989;12266;12659;12754;12862;12953;12962;12973;13355;13983;13998;14511;14748;14868;15434;16178;16454;16460;16780;17068;17752;17822;17907;17957;18292;18871;19053;19142;20008;20035;20044;20090;20137;20304;20408;20441;20492;20515;20595;20869;21908;22185;22624;22967;23241;23270;23344;23401;23413;23479;23565;23750;23896;23981
cosecha,10143;10157;10165
costas,5493
costo,15047
costumbre,174;2071;2342;3606;21407
crcel,22388
creca,1479;2302
crecen,12875
creci,2522;14039
crecido,3601
crecieron,7545;7561;7573
credo,908
cree,8636
creen,7700
creer,7673;23549
creerlo,23842
creern,21958
creste,420
creyeron,19100;23285
criado108,13201
criar,19594
criminales,22638;22659;22772
cristo,1721;2880;4177;4195;9188;19798;21947;22064;22719;22782;23560;23941
cristo20,2045
criticar,12278
crtala,13761
crucifcalo,22416
crucificado,22458;23218
crucificarlo,23457
crucificaron,22655
crucifixin,22414
cruz,9253;15020;22527
cruzar,16497
cual,6260;9428;9760;18680;20753;21053;21063;21080
cualquier,8807;10194;10257;18243;18246
cualquiera,15144;19372
cuando,223;447;474;589;826;884;1529;1779;1832;1898;1926;2056;2277;2332;2351;2437;3008;3057;3350;3547;3827;3837;3900;4025;4136;4197;4330;4369;4410;4505;4620;5004;5169;5403;5588;5599;6040;6214;6306;6328;6360;6453;6524;6558;6689;6790;6927;7112;7164;7231;7489;7687;7777;8046;8078;8237;8549;8642;8823;8926;9319;9448;9516;9536;9863;9913;10793;10808;10830;10868;10898;11041;11073;11354;11486;11502;11544;11570;11653;11794;11829;11843;11886;11915;12303;12565;13062;13071;13091;13239;13295;13488;13505;13556;13841;14217;14412;14522;14533;14596;14608;14664;14698;14734;15059;15266;15277;15352;15452;15509;15687;15785;15942;16056;16741;16792;16830;16860;16883;16960;17039;17437;17719;17749;17972;18051;18096;18104;18166;18202;18383;18649;18767;18851;19265;19320;19740;19851;20079;20250;20439;20470;20488;20794;20879;20933;20967;21255;21307;21419;21505;21580;21667;21713;21737;21768;21849;22020;22130;22143;22166;22507;22647;22838;22907;22933;23197;23633;23742
cuando49,5680
cuanto,11937;12834;18405;20005
cuantos,15514
cuarenta,3335
cuarto,20833;20851
cuatro,2236;18251
cubierto,12342
cubranos,22618
cubre,7782
cubri,9512
cubrir,715
cudalo,10886
cudense,12643;19863
cuello,15599;16634
cuenta,15045;15512
cuentas,15888
cuerno,1294
cuero,5066
cueros,5071
cuerpo,11824;11835;11847;11869;12408;12798;12811;17284;20981;23019;23081;23139;23502
cuervos,12819
cuestionaba,22197;23354;23848
cuestionaban,1239
cuestionado,16955
cuestionarse,21060
cueva,18968
cuid,10863
cuida,11492
cuidaban,1654
cuidado,12327;16375;16406;16653;20538;20582
cuidados,7838
cuidadosamente,15348
cuidar,16737
cuiden,3513
cul,7242;8158;10901;11274;12843;14481;15033;15237;15329;20037
culpa,129
cultivan,12822
cumpla,776;20369;20922
cumplan,20309
cumplido,2279;3734;17714;20518
cumplidos,2348
cumplir75,9432
cumplirlo,13417
cumplirn,425;911;17923
cumplirse,21369;23915
cundo,20032
cunto,9642;11332;12919;15969;15998
cur,8973
curaba,6723
curaciones,14311
curando,8855
curar,8767;14456
cuya,5245;13632
cuza,7472
d,6403;7213
da,413;1124;1492;1604;1711;2252;2379;3611;3956;4064;5114;5156;5225;5231;5265;5317;5407;5614;5758;8980;9232;9566;9867;10345;10866;11107;11109;11719;11893;13294;13812;13887;13916;13942;13977;14282;14318;14334;14427;14458;14496;15221;15928;16364;16674;17061;17103;17142;17166;17177;17408;17948;20555;20746;22249;23051;23057;23092;23103;23222;23324;23475;23622;23951
daba,6735;15506;22204
dada,11678
dado,1913;7286;20935;20969
dados,19676;19703
dame,15408;15887
dan,7743;7771;12146
dando,4814;18089;19058
danos,11106
dao,4043;5324
dar,254;656;1088;1416;1610;3420;3501;5946;7850;11231;11243;11286;11297;11314;11326;11336;13424;16123;16932;18606;19315;20186
dara14,1354
darle,14807;20727
darles,12991;13215;16528
darn,5936
das,88;476;511;797;1387;1504;1901;1928;2350;2404;3336;3348;3824;4619;5003;5013;5384;7922;9365;9556;13896;13909;15426;16322;17004;17011;17080;17087;17128;18888;19019;20013;20297;20325;20609;22164;22581;23407
david,559;662;1305;1563;1579;1716;3204;5167;18014;18039;19802;19804;19840
dcima,12001
de,2;26;42;51;56;76;89;93;97;100;103;105;111;114;149;159;166;170;175;217;231;294;301;310;320;327;333;364;391;477;490;538;552;555;558;562;604;607;622;659;669;723;729;779;789;809;817;831;864;887;900;949;981;1005;1027;1091;1195;1211;1217;1230;1246;1251;1275;1295;1302;1312;1324;1328;1331;1370;1388;1405;1427;1435;1463;1473;1493;1509;1517;1533;1550;1552;1555;1562;1571;1575;1578;1624;1696;1715;1737;1744;1784;1816;1855;1918;1929;1934;1939;1979;1993;1998;2017;2042;2067;2072;2095;2117;2124;2132;2143;2171;2179;2193;2207;2209;2212;2266;2284;2310;2315;2341;2402;2413;2429;2433;2453;2481;2553;2558;2564;2567;2574;2586;2593;2609;2614;2624;2627;2673;2693;2710;2733;2735;2747;2755;2783;2799;2820;2888;2908;2912;2978;2982;3071;3075;3079;3082;3085;3088;3091;3095;3098;3101;3104;3107;3111;3114;3117;3120;3123;3127;3130;3133;3136;3139;3143;3146;3149;3152;3155;3159;3162;3165;3168;3171;3175;3178;3181;3184;3187;3191;3194;3197;3200;3203;3207;3210;3213;3216;3219;3223;3226;3229;3232;3235;3239;3242;3245;3248;3251;3255;3258;3261;3264;3267;3271;3274;3277;3280;3283;3287;3290;3293;3296;3299;3303;3306;3309;3312;3364;3387;3390;3393;3455;3490;3556;3712;3751;3755;3765;3825;3853;3861;3883;3889;3898;3909;3917;3939;3950;3964;3983;4000;4011;4023;4035;4038;4084;4090;4098;4102;4105;4160;4169;4171;4180;4224;4238;4257;4267;4278;4301;4306;4316;4333;4377;4390;4417;4421;4455;4460;4477;4495;4503;4539;4568;4573;4617;4629;4636;4640;4823;4831;4842;4849;4851;4858;4888;4890;4918;4962;4972;5024;5033;5058;5098;5121;5128;5140;5186;5303;5367;5406;5414;5445;5457;5476;5483;5485;5491;5494;5506;5530;5558;5563;5617;5641;5655;5666;5685;5844;5986;6009;6037;6059;6074;6084;6093;6111;6116;6126;6141;6149;6270;6280;6290;6303;6315;6364;6382;6398;6459;6512;6530;6543;6551;6565;6615;6656;6669;6793;6844;6868;6878;6886;6897;6919;6934;6949;6958;6964;6981;6995;7060;7062;7078;7105;7126;7151;7190;7243;7322;7434;7449;7460;7471;7476;7497;7539;7581;7643;7666;7681;7709;7738;7759;7790;7842;7912;7920;7951;7967;8007;8036;8043;8051;8129;8186;8281;8310;8321;8336;8416;8423;8439;8461;8465;8487;8492;8496;8546;8567;8583;8607;8612;8661;8706;8729;8776;8815;8825;8832;8839;8882;8897;8916;8947;8970;8995;9004;9026;9035;9054;9070;9091;9125;9167;9189;9245;9280;9305;9308;9311;9331;9342;9348;9359;9367;9391;9424;9470;9525;9568;9571;9583;9617;9680;9692;9727;9761;9773;9895;9947;9950;9964;10059;10101;10106;10120;10125;10155;10212;10251;10284;10312;10330;10354;10358;10387;10409;10546;10668;10764;10802;10880;10893;10902;10970;11036;11044;11051;11146;11173;11275;11372;11381;11389;11458;11472;11479;11564;11614;11647;11660;11683;11726;11735;11744;11759;11779;11840;11851;11873;11883;11929;11944;11956;11995;12003;12006;12010;12020;12028;12034;12051;12055;12076;12079;12098;12101;12112;12130;12136;12152;12171;12190;12211;12216;12237;12240;12286;12306;12331;12391;12403;12436;12460;12471;12513;12524;12532;12535;12608;12644;12657;12671;12844;12894;12926;12950;12968;13065;13068;13078;13137;13218;13288;13328;13369;13370;13382;13414;13528;13569;13603;13671;13684;13714;13736;13754;13796;13807;13824;13837;13853;13877;13929;13938;13958;13972;14013;14024;14027;14064;14079;14135;14172;14200;14204;14207;14215;14231;14254;14288;14345;14417;14419;14422;14435;14449;14482;14542;14624;14730;14736;14759;14785;14831;14872;14876;14891;14952;15024;15034;15094;15111;15139;15145;15201;15239;15382;15385;15414;15449;15473;15476;15517;15528;15538;15563;15668;15701;15769;15837;15885;15889;15920;15945;15959;15962;15980;16004;16029;16042;16052;16119;16128;16182;16197;16218;16229;16238;16262;16269;16272;16281;16300;16312;16334;16340;16345;16376;16415;16426;16474;16488;16498;16516;16539;16594;16614;16627;16642;16647;16703;16706;16755;16825;16857;16881;16906;16964;16971;16991;17009;17081;17120;17129;17146;17161;17185;17200;17217;17240;17255;17343;17378;17450;17477;17484;17488;17500;17510;17522;17531;17624;17643;17652;17781;17794;17805;17871;17913;17935;17950;18002;18013;18017;18038;18042;18070;18119;18122;18139;18199;18230;18245;18271;18303;18311;18323;18342;18370;18493;18502;18517;18535;18542;18652;18660;18667;18774;18780;18823;18826;18933;18959;18969;18982;19017;19076;19082;19107;19127;19191;19219;19244;19289;19302;19379;19409;19464;19495;19529;19535;19552;19576;19650;19669;19686;19695;19720;19724;19746;19757;19761;19772;19801;19810;19829;19864;19884;19904;19969;19974;20041;20081;20134;20160;20214;20230;20237;20280;20298;20312;20318;20343;20365;20384;20400;20406;20416;20498;20550;20558;20575;20590;20663;20669;20710;20740;20756;20809;20823;20841;20899;20904;20914;20926;20953;20961;20993;21001;21038;21064;21081;21094;21171;21226;21258;21291;21410;21436;21459;21497;21508;21521;21554;21604;21637;21654;21690;21765;21777;21788;21809;21819;21824;21853;21919;21930;21968;21990;22001;22026;22074;22088;22104;22140;22147;22150;22209;22235;22252;22266;22300;22341;22403;22464;22467;22516;22533;22539;22562;22693;22720;22730;22743;22765;22770;22987;22997;23001;23008;23020;23031;23052;23095;23104;23130;23164;23213;23224;23233;23259;23304;23319;23335;23376;23384;23444;23485;23510;23520;23546;23656;23667;23771;23826;23843;23862;23867;23903;23945;23959;23979;23990;23998;24004;24029
deba,1520;1609;7223;9871;23208
debajo,7789
debe,1966;3384;5080;9210;13902;17065;20758;21368;23962
debemos,2770;2811;2836;6685;6715;21596
deben,12427;12604;20091;23914
debera,19589
deberan,12022
debes,259;15971;15999
debi,13969
debido,4676;7880
debo,2476;4231;9644;10681;14325;14817;14834;17664;18185;19249
deca,598;2679;2816;9501;9504;9737;11608;12264;13981;17341;17969
deca166,19011
decan,1862;2808;3759;4834;5144;8877;8888;11374;23513;23748
decan199,21904
decapitado,8911
decidido,13
decimoquinto,2542
decimos,19092;19106
decir,2717;4763;6028;7390;7582;9200;11665;12295;12591;12605;14180;16710;18296;22606;22614;23827
decirle,4550;6373;6801;8741;12321;14789;16756;19146
decirles,3728
decirte,6706;7207;14614
decirtus,4757
declara,8361
declararon,6938
declarndole,8564
decorado,19995
decreto,1508
dedo,11471;12120;16428
defender,17376
defender145,17400
defender147,17424
defindeme,17342
degradante,19221
dej,4867;14474;19635
deja,10044
dejaba,4186
dejada,17270
dejado,17253;17838;17856
dejando,19580
dejar,12027
dejara,15249
dejarn,18922;21973
dejaron,4483
deje,10998
dejen,16261;20057
dejndolo,10780
del,135;187;202;207;215;282;345;649;711;772;843;877;1262;1399;1408;1664;1672;1752;1905;1958;1989;2033;2046;2241;2289;2544;2546;2604;2640;2701;3043;3318;3322;3408;3481;3569;3621;3640;3696;3878;4236;4647;4773;4991;5220;5224;5591;5593;5890;6072;6123;6138;7042;7092;7121;7432;7532;7615;7941;7990;8101;8119;8213;8271;8610;8968;9208;9317;9328;9721;9928;9957;10003;10010;10099;10475;10493;10543;10911;11137;11302;11393;11547;11597;11627;11704;11713;11720;11738;11823;12200;12247;12506;12546;12548;12558;12650;12946;13168;13508;13532;14050;14242;14404;16173;16236;16348;16743;17012;17014;17045;17051;17057;17088;17090;17152;17170;17431;17570;17684;17869;17920;18277;18675;18772;18811;19079;19093;19189;19437;19508;19521;20129;20391;20426;20604;20747;20951;21024;21036;21048;21052;21475;21574;21609;21643;21688;21702;21720;21847;21922;21980;21988;22258;22520;22880;22976;23140;23206
delante,319;10124;22299
delicadamente,6839
delito,22436
demonio,3985;4027;7038;8151;9660;11348;11356
demonios,4168;7465;8056;8166;8211;8276;8303;8341;8764;9831;10459;11376;11383;11441;11449;11475;14308
demora,442
dems,13222;13654
den,5933;10240;11974;13000
denario,19494
denarios,7225;10873
denle,19515
denles,9024
depositaste,18551
derecha,214;5247;19823;21617;21987
derecho,10245;22663
derramada,12196;21016
derramando,10846
derrib,9662
derribada,20026
derribar,12700
des,17699
desagradecido,5899
desamarrando,18722;18731
desamarrndolo,18701
desamrrenlo,18691
desapareci,23666
desbordante,5943
descansaban,14052
descansar,9008;10217
descansaron,23094
descanso,11554;12732
descendi,3030
descenso,18771
desde,34;60;298;953;1319;1443;2225;3493;4326;4470;7315;8057;11184;12197;12208;12388;13438;13494;16568;17715;21976;22246;22959;23070;23476;23573;24006
desea,5097;9242
deseaban,10643
deseado,20895
desean,5783
deseando,7895;10747;15036
deseara,13395
desearn,17006
deseas,9923;20785;21455
desee,10613
desembarc,8048
desentirrate,16714
deseoso,16337
desgastar,17382
deshonesto,16021;16081;16087
desierto,1489;2597;2636;3332;4610;6812;8153;8946;9017
desilusionados,13988
deslizaron,4685
desmayarn,20399
desobedecido,15767
desobediente,341
desolacin,11413;20260
desolada,14387
despedida,10073
despensa,12827
despert,7982
despertaron,7975
despiertos,9451
despojaron,10774
despreciaban,17455
despreciar,16154
desprecien,5605
despus,50;489;2401;4476;4841;5677;6503;7419;7580;7657;7950;9366;10105;12410;12435;12949;13795;15427;16768;17355;18336;21000;21764;21787;23825
destronado,1011
destruir,9962;19309
destruirlo,18992
destruirlos,9931
destruirn,5073
destruirnos,4005
destruy,17116;17156
destruye,13030
detenan,6586
detenerse,23297
detenindose,18045
determinado,21045
detrs,7132;8486;22532
detuvieron,16844
detuvo,8501
deudores,7220;15961
devolver,3676
devolvi,3703
devolvrselo,10322
devorado,15794
devoran,19901
devoto,2013
devuelva,5779
devuelvan,5864
dganle,14302;18702;20820
dganles,10281
dganme,19072
diablo,3357;3397;3415;3549;7660
diablo37,3342
diariamente,21674
diariamente70,9254
diario,11112;18975
dice,4728;5103;11158;11559;13259;15966;15977;17397;19806;20829
dicen,7051;9147;9161;9180;11437;13498;13512;19795;22008
dices,8529;19445;22082
dichas,918
dicho,1309;1843;1896;1985;2698;3539;9369;12365;18640;18718;19404;20873;23533;23888
diciendo,501;1243;1267;1759;3045;4017;4054;4419;4516;4532;4722;4909;6335;6621;6676;7003;7976;8354;8710;9205;9528;9587;10455;10678;12668;12682;13185;14157;15076;15362;16679;16852;17548;17609;17660;18206;18372;18478;18671;18801;18862;19090;19273;20065;20768;20977;21004;21450;21758;21941;22045;22059;22111;22371;22413;22705;22738;22778;22794;22892;22900;22918;23504;23611
dicindole,8615;14286;18420
dicindoles,15288;18952
dicindose,2148;8011
dieciocho,13678;13827;13966
dientes,14216
diera,8728
dieron,7575;23859
diez,15109;15333;16835;16919;18341;18348;18426;18446;18583;18592
diezmo,17521
difcil,17771
difciles,12111
difcilmente,9615
difundi,4587;6643
difundieron,3577;4079
diga,12541
digan,6743;10198;10307;11076;16800
digas,14395
digno,2907;6381;6397;10098
dignos,20589
digo,2727;3802;3816;4789;6173;6427;6472;6590;6858;6891;7346;10339;10637;11209;11237;12397;12446;12490;12785;12883;13096;13245;13430;13600;13662;13705;14124;14197;14389;14949;15300;15376;16047;17236;17420;17559;17637;17851;18597;18841;19136;19952;20506;20909;20947;21287;21361;21955;22847
dijera,19428
dijeron,1151;1793;4957;6696;7034;8247;8519;8990;9028;9921;16687;17812;17999;18588;18728;18737;18830;19323;20783;21322;21388;21594;21995;22014;23174;23416;23672;23716
dijo,238;357;573;613;682;767;853;924;1686;2087;2157;2446;2467;2493;2840;3359;3417;3485;3536;3770;3798;4230;4336;4352;4464;4705;4784;4862;4984;5017;5161;5217;5283;5309;5339;5550;5962;6464;6569;6587;7174;7202;7260;7270;7373;7403;7606;7887;7935;8001;8092;8504;8536;8588;8631;8674;8786;8905;9022;9060;9177;9237;9475;9705;9789;9847;9983;9995;10023;10029;10043;10064;10084;10141;10468;10537;10582;10621;10691;10736;10885;10928;10989;11055;11072;11142;11402;11622;11639;11935;12095;12168;12229;12612;12627;12640;12694;12741;12778;13181;13197;13483;13720;13743;13849;13890;14007;14058;14102;14112;14299;14445;14480;14514;14531;14658;14750;14765;14811;14826;14843;14863;14880;14912;14925;14976;15393;15403;15513;15607;15629;15712;15808;15849;15879;15903;15983;15995;16001;16008;16187;16410;16445;16505;16545;16560;16577;16600;16696;16865;16942;16998;17280;17295;17307;17357;17390;17709;17724;17769;17835;17847;17899;18064;18178;18223;18257;18320;18353;18432;18454;18467;18516;18567;19133;19247;19334;19486;19513;19666;19792;19815;19857;19948;20002;20050;20458;20792;20892;20937;21091;21231;21267;21284;21306;21328;21397;21425;21527;21569;21633;21746;21772;21796;21815;21851;21952;22005;22085;22279;22420;22560;22671;22833;23196;23375;23411;23541;23758;23783;23851;23881;23929
dijo178,20104
dijo58con,6976
dile,12614
diligentemente,13568
dinero,8800;16101;16174;18402;18553;20728
dinos,19047;21948
dio,2260;5197;8399;8757;8962;9108;9679;9940;10877;13870;14972;16889;18347;21835;22501;22902;22914;23646
